time_s,setpoint,true_speed,raw_measurement,filtered_measurement,control_output,error,jitter_ms,sensor_delay_ms,overrun
3.051747,40.000000,39.995318,37.273313,38.938320,40.845949,1.061680,0.430688,1,0
3.062152,40.000000,40.020410,37.273313,38.938320,40.873552,1.061680,0.835693,1,0
3.071952,40.000000,40.026947,40.281892,39.104381,40.249201,0.895619,0.636136,8,0
3.081634,40.000000,40.048197,40.281892,39.104381,40.770670,0.895619,0.318258,8,0
3.092420,40.000000,40.056534,40.165214,39.220007,40.340007,0.779993,1.104303,11,0
3.102151,40.000000,40.007482,44.752528,39.823028,38.339706,0.176972,0.834728,15,0
3.112028,40.000000,40.011650,44.752528,39.823028,40.153370,0.176972,0.711857,15,0
3.121767,40.000000,40.015831,44.752528,39.823028,40.157971,0.176972,0.450600,15,0
3.131477,40.000000,40.041666,38.052813,39.630082,40.920077,0.369918,0.160591,26,0
3.142270,40.000000,40.050500,38.052813,39.630082,40.350858,0.369918,0.954049,26,0
3.151945,40.000000,40.044519,39.645585,39.762356,39.841169,0.237644,0.629220,2,0
3.161628,40.000000,40.050224,39.645585,39.762356,40.244169,0.237644,0.312447,2,0
3.172387,40.000000,40.055941,39.645585,39.762356,40.250348,0.237644,1.070810,2,0
3.182154,40.000000,40.056594,40.177735,39.807631,40.078779,0.192369,0.838475,26,0
3.191874,40.000000,40.055432,40.283629,39.859512,40.015916,0.140488,0.557892,18,0
3.201653,40.000000,40.058854,40.283629,39.859512,40.175214,0.140488,0.337411,18,0
3.211396,40.000000,40.043655,41.383115,40.025579,39.526891,-0.025579,0.080483,20,0
3.222198,40.000000,40.043106,41.383115,40.025579,40.024425,-0.025579,0.882419,20,0
3.231917,40.000000,40.057380,38.812838,39.893395,40.542712,0.106605,0.600949,12,0
3.241630,40.000000,40.059996,38.812838,39.893395,40.148933,0.106605,0.313885,12,0
3.252413,40.000000,40.008953,44.282631,40.371803,38.273476,-0.371803,1.096743,25,0
3.262119,40.000000,40.000098,44.282631,40.371803,39.699032,-0.371803,0.802773,25,0
3.271869,40.000000,39.999476,39.696527,40.298201,39.978327,-0.298201,0.553371,16,0
3.281530,40.000000,39.992341,39.696527,40.298201,39.749768,-0.298201,0.214157,16,0
3.292269,40.000000,39.974543,41.168976,40.393111,39.369395,-0.393111,0.953421,25,0
3.301919,40.000000,39.965096,41.168976,40.393111,39.643906,-0.393111,0.603080,25,0
3.311643,40.000000,39.955627,41.168976,40.393111,39.633686,-0.393111,0.326748,25,0
3.321418,40.000000,39.963380,38.982762,40.239389,40.226977,-0.239389,0.102226,29,0
3.332164,40.000000,39.957557,38.982762,40.239389,39.759587,-0.239389,0.848226,29,0
3.342008,40.000000,39.950093,40.372754,40.253926,39.696294,-0.253926,0.691874,20,0
3.351837,40.000000,39.962025,38.771363,40.092333,40.367714,-0.092333,0.520893,9,0
3.361644,40.000000,39.959696,38.771363,40.092333,39.880535,-0.092333,0.328448,9,0
3.372168,40.000000,39.918643,41.863719,40.437544,38.522833,-0.437544,0.851636,3,0
3.381912,40.000000,39.908027,41.863719,40.437544,39.547092,-0.437544,0.595851,3,0
3.391563,40.000000,39.897390,41.863719,40.437544,39.535716,-0.437544,0.246546,3,0
3.402392,40.000000,39.857817,42.802491,40.695313,38.512339,-0.695313,1.076126,29,0
3.412152,40.000000,39.840953,42.802491,40.695313,39.267568,-0.695313,0.836449,29,0
3.421824,40.000000,39.824054,42.802491,40.695313,39.249489,-0.695313,0.507805,29,0
3.431573,40.000000,39.797897,41.449778,40.777547,38.908563,-0.777547,0.256536,27,0
3.441430,40.000000,39.778958,41.449778,40.777547,39.135047,-0.777547,0.113798,27,0
3.452154,40.000000,39.759983,41.449778,40.777547,39.114831,-0.777547,0.837897,27,0
3.461919,40.000000,39.738018,41.019241,40.803890,38.991189,-0.803890,0.602940,29,0
3.471594,40.000000,39.717881,40.841492,40.807989,39.033229,-0.807989,0.278355,8,0
3.482408,40.000000,39.698071,40.841492,40.807989,39.024516,-0.807989,1.092481,8,0
3.492106,40.000000,39.709160,38.277815,40.532211,40.086213,-0.532211,0.790278,17,0
3.501891,40.000000,39.695900,38.277815,40.532211,39.245042,-0.532211,0.575335,17,0
3.511916,40.000000,39.693359,39.654097,40.436500,39.606964,-0.436500,0.600186,25,0
3.522353,40.000000,39.688579,39.928014,40.381077,39.526073,-0.381077,1.036517,3,0
3.532165,40.000000,39.703733,38.350174,40.159718,40.218955,-0.159718,0.849346,11,0
3.541933,40.000000,39.699361,38.350174,40.159718,39.550723,-0.159718,0.616663,11,0
3.551694,40.000000,39.672212,42.023236,40.362833,38.749139,-0.362833,0.378167,26,0
3.561424,40.000000,39.662979,42.023236,40.362833,39.349052,-0.362833,0.108053,26,0
3.572314,40.000000,39.653740,42.023236,40.362833,39.339618,-0.362833,0.998401,26,0
3.582223,40.000000,39.658488,39.218377,40.238092,39.819917,-0.238092,0.907325,28,0
3.591929,40.000000,39.652231,39.218377,40.238092,39.439504,-0.238092,0.613437,28,0
3.601733,40.000000,39.645976,39.218377,40.238092,39.433314,-0.238092,0.416528,28,0
3.611491,40.000000,39.620095,41.843530,40.413078,38.740129,-0.413078,0.175460,21,0
3.622286,40.000000,39.609645,41.843530,40.413078,39.254346,-0.413078,0.969588,21,0
3.632109,40.000000,39.618984,38.793814,40.236585,39.936517,-0.236585,0.792788,23,0
3.641898,40.000000,39.613906,40.142230,40.226301,39.441264,-0.226301,0.582050,11,0
3.651583,40.000000,39.607924,40.142230,40.226301,39.404527,-0.226301,0.267274,11,0
3.662310,40.000000,39.601945,40.142230,40.226301,39.398643,-0.226301,0.994056,11,0
3.672258,40.000000,39.571679,42.212902,40.442832,38.542659,-0.442832,0.941843,27,0
3.681609,40.000000,39.560510,42.212902,40.442832,39.180738,-0.442832,0.292977,27,0
3.692410,40.000000,39.563672,40.208842,40.314974,39.671195,-0.314974,1.093973,0,0
3.702086,40.000000,39.555551,40.208842,40.314974,39.279432,-0.314974,0.769656,0,0
3.711761,40.000000,39.547428,40.208842,40.314974,39.271242,-0.314974,0.445146,0,0
3.721406,40.000000,39.551869,39.287142,40.202945,39.702880,-0.202945,0.089764,20,0
3.732145,40.000000,39.546431,39.287142,40.202945,39.361516,-0.202945,0.829376,20,0
3.741962,40.000000,39.502263,43.371066,40.548256,38.000546,-0.548256,0.646127,29,0
3.751721,40.000000,39.475288,41.632717,40.666458,38.558167,-0.666458,0.404512,2,0
3.761407,40.000000,39.497884,37.463254,40.317322,40.266149,-0.317322,0.090800,13,0
3.772182,40.000000,39.489673,37.463254,40.317322,39.210492,-0.317322,0.866324,13,0
3.781932,40.000000,39.521270,37.061296,39.962429,40.595551,0.037571,0.615549,17,0
3.791600,40.000000,39.521572,37.061296,39.962429,39.531850,0.037571,0.283571,17,0
3.802425,40.000000,39.508439,41.062929,40.082379,39.061904,-0.082379,1.108670,20,0
3.812071,40.000000,39.505901,41.062929,40.082379,39.419611,-0.082379,0.755061,20,0
3.821765,40.000000,39.494111,40.840013,40.164958,39.093265,-0.164958,0.448881,24,0
3.831431,40.000000,39.489614,40.840013,40.164958,39.336712,-0.164958,0.115338,24,0
3.842245,40.000000,39.485123,40.840013,40.164958,39.332423,-0.164958,0.929190,24,0
3.852011,40.000000,39.489249,39.460629,40.088189,39.629529,-0.088189,0.695410,24,0
3.861631,40.000000,39.486611,39.460629,40.088189,39.396930,-0.088189,0.315450,24,0
3.872417,40.000000,39.483983,39.460629,40.088189,39.394637,-0.088189,1.101491,24,0
3.882141,40.000000,39.565989,35.303948,39.333775,42.354174,0.666225,0.824770,1,0
3.891797,40.000000,39.581482,35.303948,39.333775,40.108253,0.666225,0.481154,1,0
3.901450,40.000000,39.550708,43.122345,39.746713,38.504381,0.253287,0.133700,22,0
3.912278,40.000000,39.556395,43.122345,39.746713,39.749780,0.253287,0.962037,22,0
3.922054,40.000000,39.562109,43.122345,39.746713,39.756366,0.253287,0.738223,22,0
3.931812,40.000000,39.590290,37.911114,39.546640,40.548435,0.453360,0.495956,27,0
3.941487,40.000000,39.600853,37.911114,39.546640,39.960005,0.453360,0.170590,27,0
3.952264,40.000000,39.611451,37.911114,39.546640,39.971793,0.453360,0.947807,27,0
3.962051,40.000000,39.612577,40.839134,39.631388,39.650863,0.368612,0.734996,4,0
3.971673,40.000000,39.621209,40.839134,39.631388,39.914688,0.368612,0.357455,4,0
3.982423,40.000000,39.629868,40.839134,39.631388,39.924272,0.368612,1.106702,4,0
3.992239,40.000000,39.603014,40.119801,39.948218,38.689980,0.051782,0.923375,3,0
4.001960,65.000000,41.328642,40.721232,39.900484,100.000000,25.099516,0.643553,2,0
4.011682,65.000000,41.945164,38.432473,40.048649,62.906913,24.951351,0.365831,2,0
4.021398,65.000000,42.575306,38.432473,40.048649,64.000141,24.951351,0.082093,2,0
4.032195,65.000000,43.205980,38.432473,40.048649,64.648876,24.951351,0.879457,2,0
4.041918,65.000000,43.832983,40.391052,40.085969,65.151091,24.914031,0.601799,27,0
4.051685,65.000000,44.463778,40.391052,40.085969,65.910817,24.914031,0.369277,27,0
4.061410,65.000000,45.057776,43.135323,40.418336,65.253712,24.581664,0.093784,25,0
4.072165,65.000000,45.681552,43.135323,40.418336,66.889934,24.581664,0.849335,25,0
4.082005,65.000000,46.208160,48.401775,41.288496,64.112808,23.711504,0.688960,21,0
4.091669,65.000000,46.744169,46.829975,41.892493,64.968495,23.107507,0.352503,2,0
4.102398,65.000000,47.333801,46.829975,41.892493,67.381282,23.107507,1.081786,2,0
4.112088,65.000000,47.821149,50.284513,42.807187,64.390989,22.192813,0.772016,21,0
4.121840,65.000000,48.335552,47.216501,43.287783,65.825263,21.712217,0.523772,13,0
4.131521,65.000000,48.892581,47.216501,43.287783,67.831569,21.712217,0.205040,13,0
4.142377,65.000000,49.381411,48.883456,43.897687,66.001603,21.102313,1.060891,12,0
4.152111,65.000000,49.849290,50.026848,44.565739,65.757204,20.434261,0.794541,14,0
4.161871,65.000000,50.376244,50.026848,44.565739,68.292650,20.434261,0.554526,14,0
4.171623,65.000000,50.852508,48.721782,45.018730,67.045500,19.981270,0.306963,23,0
4.182401,65.000000,51.368836,48.721782,45.018730,68.923985,19.981270,1.085021,23,0
4.192121,65.000000,51.885255,48.721782,45.018730,69.443498,19.981270,0.804879,23,0
4.201866,65.000000,52.305763,52.870628,45.874553,66.603050,19.125447,0.549910,23,0
4.211551,65.000000,52.721018,52.483509,46.594901,66.839695,18.405099,0.234638,12,0
4.222322,65.000000,53.108051,54.101306,47.413066,66.267152,17.586934,1.005732,11,0
4.231962,65.000000,53.567218,54.101306,47.413066,69.178910,17.586934,0.645529,11,0
4.241668,65.000000,53.891087,53.706524,48.618761,64.902614,16.381239,0.351988,6,0
4.252351,65.000000,54.321216,53.706524,48.618761,68.945609,16.381239,1.035152,6,0
4.262095,65.000000,54.751225,53.706524,48.618761,69.371522,16.381239,0.779266,6,0
4.271856,65.000000,55.082091,56.718233,49.501568,66.331532,15.498432,0.540485,28,0
4.281606,65.000000,55.490686,56.718233,49.501568,69.382913,15.498432,0.290133,28,0
4.292312,65.000000,55.899119,56.718233,49.501568,69.785872,15.498432,0.995618,28,0
4.302018,65.000000,56.226791,56.094472,50.220166,67.367616,14.779834,0.702470,30,0
4.311683,65.000000,56.617673,56.094472,50.220166,69.907686,14.779834,0.366729,30,0
4.321383,65.000000,57.008367,56.094472,50.220166,70.291961,14.779834,0.066765,30,0
4.332245,65.000000,57.334786,55.462348,50.791541,68.433018,14.208459,0.928697,21,0
4.341976,65.000000,57.711408,55.462348,50.791541,70.516564,14.208459,0.660197,21,0
4.351692,65.000000,58.087825,55.462348,50.791541,70.885983,14.208459,0.375760,21,0
4.361374,65.000000,58.235837,58.900278,52.825966,63.268254,12.174034,0.057619,6,0
4.372132,65.000000,58.563043,58.900278,52.825966,69.688051,12.174034,0.816106,6,0
4.381905,65.000000,58.767151,62.869408,53.920657,65.706816,11.079343,0.589316,21,0
4.391584,65.000000,59.067488,62.869408,53.920657,69.278955,11.079343,0.268117,21,0
4.402367,65.000000,59.367475,62.869408,53.920657,69.567018,11.079343,1.050554,21,0
4.412076,65.000000,59.619290,57.832780,54.347062,68.181017,10.652938,0.760308,21,0
4.421946,65.000000,59.846627,59.397426,54.897530,67.576069,10.102470,0.630019,18,0
4.431648,65.000000,60.037774,61.799245,55.649787,66.536776,9.350213,0.332354,3,0
4.441473,65.000000,60.294885,61.799245,55.649787,69.036653,9.350213,0.157323,3,0
4.452299,65.000000,60.515337,58.615441,55.973030,68.010704,9.026970,0.982835,19,0
4.462043,65.000000,60.763902,58.615441,55.973030,69.215136,9.026970,0.727229,19,0
4.471839,65.000000,60.968154,59.565117,56.364552,67.912722,8.635448,0.523165,20,0
4.481525,65.000000,61.125010,63.033355,57.091423,66.458115,7.908577,0.208971,14,0
4.492283,65.000000,61.283388,61.808522,57.645707,66.668232,7.354293,0.967156,2,0
4.501949,65.000000,61.399862,65.035730,58.451187,65.359978,6.548813,0.632512,8,0
4.511628,65.000000,61.536892,62.542557,58.897129,66.195922,6.102871,0.312138,9,0
4.522370,65.000000,61.662872,58.896426,59.341921,65.946170,5.658079,1.053803,5,0
4.532081,65.000000,61.754420,65.325789,59.994136,64.867056,5.005864,0.765406,2,0
4.541837,65.000000,61.902975,65.325789,59.994136,66.953856,5.005864,0.520787,2,0
4.551578,65.000000,62.051005,65.325789,59.994136,67.084008,5.005864,0.261953,2,0
4.562342,65.000000,62.175176,61.903782,60.202280,66.396990,4.797720,1.026337,28,0
4.572154,65.000000,62.317204,61.903782,60.202280,67.146161,4.797720,0.838269,28,0
4.581776,65.000000,62.439782,61.752761,60.371275,66.607424,4.628725,0.459526,24,0
4.591544,65.000000,62.576781,61.752761,60.371275,67.234758,4.628725,0.227947,24,0
4.602450,65.000000,62.713304,61.752761,60.371275,67.355105,4.628725,1.133881,24,0
4.612173,65.000000,62.862622,59.287035,60.253098,67.939417,4.746902,0.857298,25,0
4.621968,65.000000,62.936060,65.570367,60.832657,65.432954,4.167343,0.651774,12,0
4.631692,65.000000,63.060172,65.570367,60.832657,67.279983,4.167343,0.376224,12,0
4.641388,65.000000,63.183834,65.570367,60.832657,67.388333,4.167343,0.071893,12,0
4.651430,65.000000,63.239879,63.741280,61.431557,65.145402,3.568443,0.113666,1,0
4.661887,65.000000,63.348307,63.741280,61.431557,67.034882,3.568443,0.570888,1,0
4.671656,65.000000,63.431037,63.867086,61.656673,66.243859,3.343327,0.339552,1,0
4.682407,65.000000,63.504096,64.035734,61.915980,65.988091,3.084020,1.091234,16,0
4.692079,65.000000,63.599585,64.035734,61.915980,66.846197,3.084020,0.763132,16,0
4.701872,65.000000,63.694636,64.035734,61.915980,66.926382,3.084020,0.555783,16,0
4.711565,65.000000,63.767388,63.705123,62.110989,66.240962,2.889011,0.248762,30,0
4.722361,65.000000,63.856923,63.705123,62.110989,66.901103,2.889011,1.045437,30,0
4.731914,65.000000,63.923551,63.950885,62.311530,66.188894,2.688470,0.597724,18,0
4.741631,65.000000,64.007461,63.950885,62.311530,66.860416,2.688470,0.315197,18,0
4.752434,65.000000,64.090971,63.950885,62.311530,66.930317,2.688470,1.117920,18,0
4.762252,65.000000,64.178874,60.892724,62.268899,67.167586,2.731101,0.935858,6,0
4.771987,65.000000,64.203283,65.207752,62.798075,65.033157,2.201925,0.670968,6,0
4.781697,65.000000,64.180704,67.286024,63.629681,63.413047,1.370319,0.380857,1,0
4.791408,65.000000,64.231070,67.286024,63.629681,65.943495,1.370319,0.092010,1,0
4.802256,65.000000,64.265536,64.895698,63.767672,65.437374,1.232328,0.940215,11,0
4.812117,65.000000,64.323975,62.768563,63.658773,66.310921,1.341227,0.801001,15,0
4.821815,65.000000,64.372407,62.768563,63.658773,66.019097,1.341227,0.499205,15,0
4.831529,65.000000,64.408918,64.602130,63.761595,65.650290,1.238405,0.213250,16,0
4.842346,65.000000,64.408273,67.511444,64.170312,64.386330,0.829688,1.030477,9,0
4.852006,65.000000,64.443295,67.511444,64.170312,65.634054,0.829688,0.690236,9,0
4.861719,65.000000,64.383802,67.953977,65.009488,62.361023,-0.009488,0.402641,2,0
4.871437,65.000000,64.397930,67.953977,65.009488,64.878303,-0.009488,0.120646,2,0
4.882175,65.000000,64.411648,67.953977,65.009488,64.878056,-0.009488,0.859410,2,0
4.891891,65.000000,64.457227,62.370882,64.721891,66.006914,0.278109,0.575277,27,0
4.901583,65.000000,64.477059,62.370882,64.721891,65.151355,0.278109,0.267136,27,0
4.912417,65.000000,64.492274,65.767811,64.759848,65.009565,0.240152,1.101008,0,0
4.922175,65.000000,64.510486,65.767811,64.759848,65.129681,0.240152,0.859073,0,0
4.931812,65.000000,64.497938,67.247749,65.031019,64.071310,-0.031019,0.495943,19,0
4.941550,65.000000,64.508968,67.247749,65.031019,64.884015,-0.031019,0.234218,19,0
4.952365,65.000000,64.536647,63.641668,64.879586,65.477735,0.120414,1.048620,21,0
4.962073,65.000000,64.550645,63.641668,64.879586,65.026566,0.120414,0.756596,21,0
4.971764,65.000000,64.553514,66.667494,64.976028,64.651066,0.023972,0.447693,0,0
4.981412,65.000000,64.564586,66.667494,64.976028,64.941015,0.023972,0.096273,0,0
4.992233,65.000000,64.623394,61.047107,64.547792,66.622890,0.452208,0.917070,19,0
5.002326,65.000000,64.621562,66.395522,64.749187,64.559267,0.250813,1.009512,12,0
5.011678,65.000000,64.637231,66.395522,64.749187,65.169971,0.250813,0.361512,12,0
5.021399,65.000000,64.657359,64.363075,64.707102,65.341716,0.292898,0.083347,22,0
5.032126,65.000000,64.637395,67.662073,65.029181,63.958596,-0.029181,0.810426,10,0
5.041813,65.000000,64.645585,67.662073,65.029181,64.924074,-0.029181,0.497396,10,0
5.051476,65.000000,64.653521,67.662073,65.029181,64.923316,-0.029181,0.159850,10,0
5.062279,65.000000,64.663988,64.801710,65.004388,65.019896,-0.004388,0.963099,28,0
5.072050,65.000000,64.672029,64.801710,65.004388,64.945401,-0.004388,0.733561,28,0
5.081730,65.000000,64.659898,66.635124,65.182131,64.247468,-0.182131,0.414201,12,0
5.091456,65.000000,64.663215,66.635124,65.182131,64.775962,-0.182131,0.140473,12,0
5.102254,65.000000,64.664559,65.324616,65.197661,64.710255,-0.197661,0.937621,21,0
5.111997,65.000000,64.667048,65.324616,65.197661,64.751706,-0.197661,0.680918,21,0
5.121641,65.000000,64.669320,65.324616,65.197661,64.746567,-0.197661,0.324709,21,0
5.132392,65.000000,64.722066,64.558225,64.745805,66.515415,0.254195,1.076371,2,0
5.142146,65.000000,64.735205,64.709668,64.741866,65.181919,0.258134,0.830424,14,0
5.151845,65.000000,64.738046,65.541443,64.829017,64.834662,0.170983,0.529370,10,0
5.161793,65.000000,64.748404,65.541443,64.829017,65.100559,0.170983,0.477026,10,0
5.171502,65.000000,64.791475,62.139465,64.535867,66.255909,0.464133,0.185857,10,0
5.182301,65.000000,64.814962,62.588972,64.478559,65.613521,0.521441,0.984756,2,0
5.191949,65.000000,64.833254,62.588972,64.478559,65.455153,0.521441,0.632915,2,0
5.201686,65.000000,64.835148,65.808600,64.623528,64.899563,0.376472,0.370393,21,0
5.211431,65.000000,64.848639,64.709790,64.632930,65.307345,0.367070,0.115322,10,0
5.222250,65.000000,64.862824,64.709790,64.632930,65.345095,0.367070,0.933896,10,0
5.231988,65.000000,64.850710,66.773109,64.866200,64.438820,0.133800,0.672265,15,0
5.241722,65.000000,64.859035,66.773109,64.866200,65.142110,0.133800,0.406436,15,0
5.251516,65.000000,64.899459,63.798520,64.578818,66.273850,0.421182,0.199920,1,0
5.262375,65.000000,64.914407,63.798520,64.578818,65.422655,0.421182,1.058840,1,0
5.272114,65.000000,64.973824,62.046229,64.181367,66.993998,0.818633,0.798167,5,0
5.281791,65.000000,64.998084,62.046229,64.181367,65.822930,0.818633,0.474697,5,0
5.291408,65.000000,65.022259,62.046229,64.181367,65.844214,0.818633,0.092438,5,0
5.302212,65.000000,65.040754,64.639194,64.231268,65.669587,0.768732,0.896348,27,0
5.311873,65.000000,65.005630,68.970205,64.747792,63.811406,0.252208,0.556777,11,0
5.321595,65.000000,64.996658,66.034808,64.919960,64.691600,0.080040,0.278560,1,0
5.332372,65.000000,65.002759,66.034808,64.919960,65.210187,0.080040,1.056331,1,0
5.342197,65.000000,64.978276,67.412029,65.191585,64.145869,-0.191585,0.881206,21,0
5.351936,65.000000,64.982987,64.753620,65.143849,65.143175,-0.143849,0.619786,2,0
5.361657,65.000000,64.983366,64.753620,65.143849,64.996226,-0.143849,0.341175,2,0
5.371715,65.000000,64.990992,64.541426,65.078187,65.250273,-0.078187,0.398978,26,0
5.381429,65.000000,64.992713,64.541426,65.078187,65.051255,-0.078187,0.113264,26,0
5.392184,65.000000,64.994328,64.541426,65.078187,65.049222,-0.078187,0.867758,26,0
5.401987,65.000000,65.014871,63.521504,64.908516,65.713321,0.091484,0.671078,24,0
5.411688,65.000000,65.020351,63.521504,64.908516,65.206684,0.091484,0.371697,24,0
5.421390,65.000000,65.025743,63.521504,64.908516,65.209063,0.091484,0.073674,24,0
5.431925,65.000000,65.022438,64.475639,64.985276,64.910078,0.014724,0.608544,6,0
5.441770,65.000000,65.081651,60.418596,64.487528,67.094904,0.512472,0.454245,7,0
5.451438,65.000000,65.096889,60.418596,64.487528,65.614983,0.512472,0.122497,7,0
5.462279,65.000000,65.119943,63.843841,64.417369,65.903752,0.582631,0.962781,19,0
5.471961,65.000000,65.136756,63.843841,64.417369,65.708423,0.582631,0.644736,19,0
5.481824,65.000000,65.198330,60.752496,64.017914,67.291833,0.982086,0.507816,22,0
5.491582,65.000000,65.224635,60.752496,64.017914,66.119001,0.982086,0.265843,22,0
5.502412,65.000000,65.250918,60.752496,64.017914,66.144536,0.982086,1.095553,22,0
5.512120,65.000000,65.248006,66.404032,64.277990,65.149009,0.722010,0.804027,23,0
5.521934,65.000000,65.268006,66.404032,64.277990,65.948011,0.722010,0.617509,23,0
5.531590,65.000000,65.268256,65.890507,64.453747,65.276760,0.546253,0.274434,26,0
5.542364,65.000000,65.283970,65.890507,64.453747,65.818235,0.546253,1.047635,26,0
5.552164,65.000000,65.313264,63.339433,64.332292,66.309271,0.667708,0.847877,15,0
5.562059,65.000000,65.331807,63.339433,64.332292,65.962265,0.667708,0.743164,15,0
5.571677,65.000000,65.350316,63.339433,64.332292,65.979626,0.667708,0.360735,15,0
5.582437,65.000000,65.354403,65.509281,64.460579,65.493333,0.539421,1.120555,26,0
5.592166,65.000000,65.379128,65.761330,64.377137,66.219809,0.622863,0.850473,3,0
5.601815,65.000000,65.388778,65.005318,64.445606,65.716870,0.554394,0.499017,8,0
5.611503,65.000000,65.404433,65.005318,64.445606,65.936691,0.554394,0.187425,8,0
5.622423,65.000000,65.409498,65.308851,64.539696,65.581708,0.460304,1.107407,17,0
5.632302,65.000000,65.428001,64.116352,64.493553,66.057102,0.506447,0.986466,9,0
5.641912,65.000000,65.457418,63.264905,64.359636,66.457601,0.640364,0.595853,16,0
5.651671,65.000000,65.456234,65.893863,64.526860,65.415977,0.473140,0.355401,3,0
5.661533,65.000000,65.436140,67.277362,64.826653,64.752964,0.173347,0.216533,14,0
5.672270,65.000000,65.442446,67.277362,64.826653,65.656849,0.173347,0.954318,14,0
5.682094,65.000000,65.441367,65.426501,64.892034,65.404671,0.107966,0.778379,21,0
5.691748,65.000000,65.446003,65.426501,64.892034,65.603621,0.107966,0.431931,21,0
5.701379,65.000000,65.347477,70.194662,65.811248,61.997594,-0.811248,0.062675,2,0
5.712131,65.000000,65.329953,70.194662,65.811248,64.734143,-0.811248,0.814829,2,0
5.721786,65.000000,65.293404,67.359019,65.979948,64.050734,-0.979948,0.469779,17,0
5.731495,65.000000,65.271631,67.359019,65.979948,64.531356,-0.979948,0.179462,17,0
5.742331,65.000000,65.283776,63.197139,65.676634,65.696689,-0.676634,1.015373,23,0
5.752077,65.000000,65.278530,64.903098,65.592322,65.100163,-0.592322,0.761475,11,0
5.761865,65.000000,65.235474,68.069993,65.862377,63.771588,-0.862377,0.549422,8,0
5.771635,65.000000,65.216156,68.069993,65.862377,64.559333,-0.862377,0.318881,8,0
5.781394,65.000000,65.236674,62.596857,65.506450,65.934283,-0.506450,0.078496,18,0
5.792213,65.000000,65.225721,62.596857,65.506450,64.853332,-0.506450,0.896935,18,0
5.801942,65.000000,65.250007,64.309501,65.191742,66.075709,-0.191742,0.626489,3,0
5.811527,65.000000,65.246481,64.309501,65.191742,65.126599,-0.191742,0.210570,3,0
5.822514,65.000000,65.269772,64.061693,64.952300,66.061663,0.047700,1.197882,4,0
5.832148,65.000000,65.271909,64.061693,64.952300,65.344577,0.047700,0.832262,4,0
5.841862,65.000000,65.274021,64.061693,64.952300,65.345817,0.047700,0.546197,4,0
5.852069,65.000000,65.348692,60.268502,64.305216,67.887508,0.694784,0.752899,5,0
5.861781,65.000000,65.366281,60.268502,64.305216,65.964321,0.694784,0.464810,5,0
5.871439,65.000000,65.383884,60.268502,64.305216,65.982386,0.694784,0.123234,5,0
5.882423,65.000000,65.371571,66.753169,64.572032,64.952930,0.427968,1.106835,21,0
5.892156,65.000000,65.382798,66.753169,64.572032,65.764506,0.427968,0.839872,21,0
5.901842,65.000000,65.389952,64.904902,64.608314,65.633192,0.391686,0.526028,30,0
5.911583,65.000000,65.400302,64.904902,64.608314,65.752220,0.391686,0.266569,30,0
5.923839,65.000000,65.423157,63.585175,64.496796,66.200222,0.503204,2.522533,17,0
5.931395,65.000000,65.436174,63.585175,64.496796,65.878753,0.503204,0.078803,17,0
5.942273,65.000000,65.449193,63.585175,64.496796,65.891836,0.503204,0.957228,17,0
5.952045,65.000000,65.444767,65.923842,64.652338,65.294262,0.347662,0.728936,30,0
5.961893,65.000000,65.454057,65.923842,64.652338,65.769927,0.347662,0.577192,30,0
5.977045,65.000000,65.463340,65.923842,64.652338,65.778966,0.347662,5.728752,30,0
5.982215,65.000000,65.456011,66.010495,64.800371,65.206827,0.199629,0.899033,30,0
5.991895,65.000000,65.441464,66.457845,64.981029,64.946855,0.018971,0.579099,7,0
6.001590,65.000000,64.442831,66.457845,64.981029,65.489321,0.018971,0.273982,7,0
6.012323,65.000000,63.472745,66.457845,64.981029,65.489814,0.018971,1.007210,7,0
6.022053,65.000000,62.572734,61.517634,64.603534,66.972353,0.396466,0.736897,25,0
6.031664,65.000000,61.666375,61.517634,64.603534,65.850176,0.396466,0.347845,25,0
6.042443,65.000000,60.786207,61.517634,64.603534,65.860484,0.396466,1.126721,25,0
6.052426,65.000000,59.928188,64.872848,64.632888,65.755548,0.367112,1.110254,28,0
6.062223,65.000000,59.115390,63.167412,64.473157,66.480257,0.526843,0.907038,14,0
6.071939,65.000000,58.394223,57.790142,63.744737,68.874540,1.255263,0.622604,8,0
6.081667,65.000000,57.632157,57.790142,63.744737,66.721917,1.255263,0.350521,8,0
6.091394,65.000000,56.892797,57.790142,63.744737,66.754554,1.255263,0.078394,8,0
6.102249,65.000000,56.245314,58.033994,63.122291,69.230915,1.877709,0.932537,30,0
6.112012,65.000000,55.641612,56.804829,62.433715,70.115746,2.566285,0.696275,10,0
6.122093,65.000000,54.998045,56.804829,62.433715,68.116742,2.566285,0.776824,10,0
6.131447,65.000000,54.532704,49.516135,61.025755,73.711117,3.974245,0.131362,22,0
6.142222,65.000000,54.035963,55.052149,60.374657,72.146774,4.625343,0.906167,7,0
6.151949,65.000000,53.501042,55.052149,60.374657,70.313742,4.625343,0.632746,7,0
6.161724,65.000000,53.090992,51.692409,59.428330,74.149282,5.571670,0.407602,23,0
6.171469,65.000000,52.721019,50.812709,58.489264,75.141934,6.510736,0.153414,8,0
6.182334,65.000000,52.285962,50.812709,58.489264,72.494017,6.510736,1.017566,8,0
